threshold,avg_accuracy,std_accuracy,avg_error_rate,std_error_rate,avg_runtime_sec,std_runtime_sec,avg_runtime_per_batch_sec,std_runtime_per_batch_sec,selected_fraction,std_selected_fraction,n_seeds
0.5,0.7903599986008235,,0.20964000139917643,,9.066161885714294,,0.22665404714285733,,0.9749457142857143,,1
0.7,0.7904257152761732,,0.2095742847238268,,9.113602862857144,,0.22784007157142855,,0.9027542857142857,,1
0.9,0.7917657153947013,,0.2082342846052987,,9.044791665714293,,0.22611979164285723,,0.8044,,1
