method,threshold,corruption,severity,accuracy,error_rate,nll,entropy,ece,runtime_sec,selected_fraction,num_samples,subset_size,tta_lr,tta_steps
gated,0.9,pixelate,3,0.5774999856948853,0.42250001430511475,1.2083747386932373,0.9835255146026611,0.07829613983631134,1.561684299999996,0.214,2000,2000,0.001,1
source,,pixelate,4,0.40549999475479126,0.5945000052452087,2.1184544563293457,0.934852123260498,0.26786553859710693,0.7412192000000175,0.0,2000,2000,,
bn,,pixelate,4,0.5205000042915344,0.4794999957084656,1.4182350635528564,1.0880110263824463,0.09202629327774048,0.7070805999999834,1.0,2000,2000,,
entropy,,pixelate,4,0.531499981880188,0.468500018119812,1.3961960077285767,1.0445054769515991,0.09651792049407959,1.5160943999999859,1.0,2000,2000,0.001,1
gated,0.5,pixelate,4,0.5335000157356262,0.4664999842643738,1.4000974893569946,1.0474880933761597,0.09681688249111176,1.602756099999965,0.6435,2000,2000,0.001,1
gated,0.7,pixelate,4,0.5325000286102295,0.4674999713897705,1.4023257493972778,1.0514029264450073,0.09712403267621994,1.610100999999986,0.3855,2000,2000,0.001,1
gated,0.9,pixelate,4,0.5235000252723694,0.4764999747276306,1.4019322395324707,1.0579673051834106,0.10027458518743515,1.541916399999991,0.164,2000,2000,0.001,1
source,,pixelate,5,0.3174999952316284,0.6825000047683716,2.343614101409912,1.1048362255096436,0.30017518997192383,0.7443785999999477,0.0,2000,2000,,
bn,,pixelate,5,0.41350001096725464,0.5864999890327454,1.8254107236862183,1.145714521408081,0.17878225445747375,0.6838607000000252,1.0,2000,2000,,
entropy,,pixelate,5,0.4235000014305115,0.5764999985694885,1.8094638586044312,1.1035040616989136,0.18442972004413605,1.5752196000000254,1.0,2000,2000,0.001,1
gated,0.5,pixelate,5,0.42250001430511475,0.5774999856948853,1.8110517263412476,1.1054118871688843,0.1841849386692047,1.544437099999982,0.621,2000,2000,0.001,1
gated,0.7,pixelate,5,0.41999998688697815,0.5800000131130219,1.8078738451004028,1.1103004217147827,0.18543300032615662,1.5737649999999803,0.3395,2000,2000,0.001,1
gated,0.9,pixelate,5,0.41600000858306885,0.5839999914169312,1.8137317895889282,1.1176643371582031,0.18659910559654236,1.506957400000033,0.139,2000,2000,0.001,1
source,,jpeg,1,0.6664999723434448,0.3335000276565552,0.9483993649482727,0.8019545078277588,0.05125776305794716,1.0358696000000123,0.0,2000,2000,,
bn,,jpeg,1,0.6690000295639038,0.3309999704360962,0.9402851462364197,0.884261965751648,0.032880011945962906,1.022428199999979,1.0,2000,2000,,
entropy,,jpeg,1,0.675000011920929,0.32499998807907104,0.9254212379455566,0.8447531461715698,0.02965226210653782,1.7906377999999563,1.0,2000,2000,0.001,1
gated,0.5,jpeg,1,0.6769999861717224,0.3230000138282776,0.9262605905532837,0.8465453386306763,0.028711533173918724,1.7959526999999866,0.747,2000,2000,0.001,1
gated,0.7,jpeg,1,0.6769999861717224,0.3230000138282776,0.9270910024642944,0.8492721915245056,0.029859764501452446,1.7243453000000386,0.521,2000,2000,0.001,1
gated,0.9,jpeg,1,0.6765000224113464,0.32349997758865356,0.9303192496299744,0.8539143204689026,0.03733415901660919,1.7853801999999632,0.287,2000,2000,0.001,1
source,,jpeg,2,0.652999997138977,0.34700000286102295,0.9954010248184204,0.8257831931114197,0.053874872624874115,1.0335226999999918,0.0,2000,2000,,
bn,,jpeg,2,0.6585000157356262,0.3414999842643738,0.9835520386695862,0.8966690301895142,0.029660139232873917,1.044929599999989,1.0,2000,2000,,
entropy,,jpeg,2,0.6664999723434448,0.3335000276565552,0.9714136123657227,0.8558273911476135,0.04024962708353996,1.7168633,1.0,2000,2000,0.001,1
gated,0.5,jpeg,2,0.6660000085830688,0.33399999141693115,0.9733921885490417,0.8578101396560669,0.03473658859729767,1.7201622000000043,0.7515,2000,2000,0.001,1
gated,0.7,jpeg,2,0.6644999980926514,0.33550000190734863,0.9762830138206482,0.8617676496505737,0.03431640565395355,1.822591500000044,0.5055,2000,2000,0.001,1
gated,0.9,jpeg,2,0.6625000238418579,0.3374999761581421,0.9775232076644897,0.867007315158844,0.03699086606502533,1.8432945999999788,0.273,2000,2000,0.001,1
source,,jpeg,3,0.6340000033378601,0.3659999966621399,1.0641952753067017,0.8714424967765808,0.05572899058461189,0.9662529999999947,0.0,2000,2000,,
bn,,jpeg,3,0.6384999752044678,0.3615000247955322,1.033757209777832,0.9279833436012268,0.03771333768963814,0.9095146999999884,1.0,2000,2000,,
entropy,,jpeg,3,0.6439999938011169,0.35600000619888306,1.0225014686584473,0.8861713409423828,0.04342113062739372,1.7126675999999748,1.0,2000,2000,0.001,1
gated,0.5,jpeg,3,0.6434999704360962,0.3565000295639038,1.023079514503479,0.8880448937416077,0.04308329150080681,1.8469645999999784,0.732,2000,2000,0.001,1
gated,0.7,jpeg,3,0.6445000171661377,0.3554999828338623,1.0230168104171753,0.8911716938018799,0.041012220084667206,1.8398935999999821,0.4935,2000,2000,0.001,1
gated,0.9,jpeg,3,0.6389999985694885,0.3610000014305115,1.0273381471633911,0.8975985050201416,0.04411999136209488,1.7171093000000042,0.257,2000,2000,0.001,1
source,,jpeg,4,0.6044999957084656,0.3955000042915344,1.1994069814682007,0.9239559173583984,0.06561537086963654,0.9848475000000008,0.0,2000,2000,,
bn,,jpeg,4,0.6044999957084656,0.3955000042915344,1.1355640888214111,0.9628051519393921,0.05412072315812111,0.9911951000000272,1.0,2000,2000,,
entropy,,jpeg,4,0.6165000200271606,0.38349997997283936,1.1206921339035034,0.9211933016777039,0.058899734169244766,1.8277560999999878,1.0,2000,2000,0.001,1
gated,0.5,jpeg,4,0.6165000200271606,0.38349997997283936,1.1211928129196167,0.9229313731193542,0.05860406160354614,1.8275380999999697,0.714,2000,2000,0.001,1
gated,0.7,jpeg,4,0.6134999990463257,0.3865000009536743,1.1211059093475342,0.9262270927429199,0.05978080630302429,1.7689182999999957,0.465,2000,2000,0.001,1
gated,0.9,jpeg,4,0.6085000038146973,0.39149999618530273,1.1302707195281982,0.9333438873291016,0.061357054859399796,1.7696068999999852,0.2335,2000,2000,0.001,1
source,,jpeg,5,0.5379999876022339,0.4620000123977661,1.394515872001648,1.0007116794586182,0.09914994239807129,1.0538465999999858,0.0,2000,2000,,
bn,,jpeg,5,0.5544999837875366,0.4455000162124634,1.2854759693145752,1.0242482423782349,0.08133602142333984,1.0442843000000153,1.0,2000,2000,,
entropy,,jpeg,5,0.5600000023841858,0.4399999976158142,1.2716219425201416,0.9833356738090515,0.08969946950674057,1.8010414999999966,1.0,2000,2000,0.001,1
gated,0.5,jpeg,5,0.5615000128746033,0.43849998712539673,1.2712724208831787,0.9854499697685242,0.08769755810499191,1.7236419000000183,0.687,2000,2000,0.001,1
gated,0.7,jpeg,5,0.5619999766349792,0.43800002336502075,1.2730342149734497,0.9889286756515503,0.08599696308374405,1.7578254000000015,0.4155,2000,2000,0.001,1
gated,0.9,jpeg,5,0.5625,0.4375,1.27894926071167,0.9954288005828857,0.08369403332471848,1.8345000000000482,0.1975,2000,2000,0.001,1
